id,name,type,price_eur,url
41281,Оплата для Алены 7 модуль психиатрии,Счёт/служебное,38.0,https://mig.institute/product/oplata-dlya-aleny-7-modul-psihiatrii/
41280,Оплата 9 модуля БК,Базовый курс (БК),250.0,https://mig.institute/product/oplata-9-modulya-bk-2/
41279,Оплата 14 модуля базового курса,Счёт/служебное,250.0,https://mig.institute/product/oplata-14-modulya-bazovogo-kursa/
41278,Предоплата для Екатерины Тимофеевой (БК),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-ekateriny-timofeevoj-bk/
41266,Гештальт-терапия и сопровождение при зависимости Слушатель 1 модуль,Тематические курсы,79.0,https://mig.institute/product/geshtalt-terapiya-i-soprovozhdenie-pri-zavisimosti-slushatel/
41265,Гештальт-терапия и сопровождение при зависимости Практик 1 модуль,Тематические курсы,99.0,https://mig.institute/product/geshtalt-terapiya-i-soprovozhdenie-pri-zavisimosti-praktik-2/
41263,Гештальт-терапия и сопровождение при зависимости Практик+ 1 модуль,Тематические курсы,129.0,https://mig.institute/product/geshtalt-terapiya-i-soprovozhdenie-pri-zavisimosti-praktik/
41262,Гештальт-терапия и сопровождение при зависимости Pro 1 модуль,Тематические курсы,179.0,https://mig.institute/product/geshtalt-terapiya-i-soprovozhdenie-pri-zavisimosti-pro/
41239,Базовый курс обучения гештальт-терапии (I и II ступень) в Португалии,Базовый курс (БК),0.0,https://mig.institute/product/bl-portugal/
41212,Базовый курс обучения гештальт-терапии (I и II ступень) в Сербии,Базовый курс (БК),0.0,https://mig.institute/product/bazovyj-kurs-v-serbii/
41209,Оплата Летней Школы (Грюкова Александра Вячеславовна),Прочее,500.0,https://mig.institute/product/oplata-letnej-shkoly-gryukova-aleksandra-vyacheslavovna/
41207,Предоплата для Анастасии (БК),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-anastasii-bk/
41141,Оплата для Тараса Лисаченко (Клинические разборы),Счёт/служебное,120.0,https://mig.institute/product/oplata-dlya-tarasa-lisachenko-klinicheskie-razbory/
41139,Оплата для Лисаченко Тараса (Клинические разборы),Счёт/служебное,120.0,https://mig.institute/product/oplata-dlya-lisachenko-tarasa-klinicheskie-razbory/
41133,Оплата психосоматики (5 модуль),Тематические курсы,80.0,https://mig.institute/product/oplata-psihosomatiki-5-modul/
41132,Оплата 5 модуля (психосоматика),Тематические курсы,200.0,https://mig.institute/product/oplata-5-modulya-psihosomatika/
41130,Оплата для Гавриловой Алсу (клинические разборы),Счёт/служебное,120.0,https://mig.institute/product/oplata-dlya-gavrilovoj-alsu-klinicheskie-razbory/
41129,Оплата 4 модуля группы чтений,Счёт/служебное,5.0,https://mig.institute/product/oplata-4-modulya-gruppy-chtenij/
41116,Гештальт-терапия и сопровождение при зависимости,Тематические курсы,0.0,https://mig.institute/product/rabota-s-zavisimostyu-v-geshtalt-podhode/
41112,Оплата для Ангелины (Mig.education),Счёт/служебное,80.0,https://mig.institute/product/oplata-dlya-angeliny-mig-education/
41109,Оплата для Ляны (5 модуль Семейная терапия),Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-lyany-5-modul-semejnaya-terapiya/
41107,Оплата для Светланы (9 модуль БК),Счёт/служебное,200.0,https://mig.institute/product/oplata-dlya-svetlany-9-modul-bk/
41106,Оплата 9 модуля БК,Базовый курс (БК),237.0,https://mig.institute/product/oplata-9-modulya-bk/
41104,Оплата 9 модуль (Далида Исмагулова),Прочее,237.0,https://mig.institute/product/oplata-9-modul-dalida-ismagulova/
41102,Оплата для Венеры (9 модуль БК),Счёт/служебное,237.0,https://mig.institute/product/oplata-dlya-venery-9-modul-bk/
41083,Оплата БК 9 модуль,Базовый курс (БК),250.0,https://mig.institute/product/oplata-bk-9-modul/
41082,Оплата 9 модуля базового курса,Базовый курс (БК),250.0,https://mig.institute/product/oplata-9-modulya-bazovogo-kursa/
41076,Оплата 9 модуля ППК,ППК,250.0,https://mig.institute/product/oplata-9-modulya-ppk/
41075,Оплата для Алеси (4 модуля психиатрии),Счёт/служебное,152.0,https://mig.institute/product/oplata-dlya-alesi-4-modulya-psihiatrii/
41074,Оплата 6 модуля психиатрии,Тематические курсы,38.0,https://mig.institute/product/oplata-6-modulya-psihiatrii/
41073,Оплата для Ирины (6 модуль психиатрии),Счёт/служебное,41.0,https://mig.institute/product/oplata-dlya-iriny-6-modul-psihiatrii/
41071,Оплата 4 модуля супервизорской группы,Счёт/служебное,30.0,https://mig.institute/product/oplata-4-modulya-supervizorskoj-gruppy/
41070,Оплата для Ольги (5 модуль семейной терапии),Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-olgi-5-modul-semejnoj-terapii/
41051,"Оплата для Данила (модуль курса «Гештальт-сексология», «практик&#",Счёт/служебное,100.0,https://mig.institute/product/oplata-dlya-danila-modul-kursa-geshtalt-seksologiya-praktik/
41040,Оплата для Кирилла (10 модулей Чтения),Счёт/служебное,50.0,https://mig.institute/product/oplata-dlya-kirilla-10-modulej-chteniya/
41004,Оплата для Нели (10 модулей Чтения),Счёт/служебное,50.0,https://mig.institute/product/oplata-dlya-neli-10-modulej-chteniya/
41003,Оплата для Яны (3 модуля Чтения),Счёт/служебное,15.0,https://mig.institute/product/oplata-dlya-yany-3-modulya-chteniya/
40996,Оплата для Алены (5 модуль психиатрии),Счёт/служебное,38.0,https://mig.institute/product/oplata-dlya-aleny-5-modul-psihiatrii/
40994,Оплата 3 модуля группы чтений,Счёт/служебное,5.0,https://mig.institute/product/oplata-3-modulya-gruppy-chtenij/
40992,Оплата для Алены (7 модуль сексологии),Счёт/служебное,100.0,https://mig.institute/product/oplata-dlya-aleny-7-modul-seksologii/
40964,"Сексуальность, близость и агрессия",Прочее,0.0,https://mig.institute/product/seksualnost-blizost-i-agressiya/
40954,Оплата 7 модуля базового курса,Базовый курс (БК),250.0,https://mig.institute/product/oplata-7-modulya-bazovogo-kursa-2/
40950,Оплата для Ирины (5 модуль психиатрии),Счёт/служебное,41.0,https://mig.institute/product/oplata-dlya-iriny-5-modul-psihiatrii/
40942,Оплата за 5 модуль психиатрии,Тематические курсы,38.0,https://mig.institute/product/oplata-za-5-modul-psihiatrii/
40920,Оплата для Марины (9 модуль),Счёт/служебное,250.0,https://mig.institute/product/oplata-dlya-mariny-9-modul/
40919,Оплата для Марины (7 модуль Сексология),Счёт/служебное,90.0,https://mig.institute/product/oplata-dlya-mariny-7-modul-seksologiya/
40918,Оплата для Елизаветы (3 модуля психиатрии),Счёт/служебное,120.0,https://mig.institute/product/oplata-dlya-elizavety-3-modulya-psihiatrii/
40908,Оплата для Нуржанат (7 модуль сексологии),Счёт/служебное,70.0,https://mig.institute/product/oplata-dlya-nurzhanat-7-modul-seksologii/
40907,Оплата для Елены (7 модуль сексологии),Счёт/служебное,85.0,https://mig.institute/product/oplata-dlya-eleny-7-modul-seksologii/
40906,Оплата для Екатерины Антончик (модуль сексологии),Счёт/служебное,120.0,https://mig.institute/product/oplata-dlya-ekateriny-antonchik-modul-seksologii/
40902,Оплата 7 модуля сексологии,Тематические курсы,100.0,https://mig.institute/product/oplata-7-modulya-seksologii/
40888,Оплата для Екатерины (год БК),Счёт/служебное,2025.0,https://mig.institute/product/oplata-dlya-ekateriny-god-bk/
40887,Оплата для Хусноры (БК),Счёт/служебное,475.0,https://mig.institute/product/oplata-dlya-husnory-bk/
40877,Оплата для Юлии (Mig.education и 3 модуля Психиатрия),Счёт/служебное,188.0,https://mig.institute/product/oplata-dlya-yulii-mig-education-i-3-modulya-psihiatriya/
40873,Предоплата для Татьяны (БК),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-tatyany-bk/
40870,Оплата 2 модуля чтений,Счёт/служебное,5.0,https://mig.institute/product/oplata-2-modulya-chtenij/
40867,Психиатрия 2026 — Marina Teleshova,Тематические курсы,0.0,https://mig.institute/product/psihiatriya-2026-marina-teleshova/
40863,Оплата модуля Кризисы и Травмы (10% скидка),Тематические курсы,180.0,https://mig.institute/product/oplata-modulya-krizisy-i-travmy-10-skidka-2/
40857,Оплата для Анны (3 модуль БК),Счёт/служебное,175.0,https://mig.institute/product/oplata-dlya-anny-3-modul-bk/
40852,Оплата для Нино (3 модуль БК),Счёт/служебное,200.0,https://mig.institute/product/oplata-dlya-nino-3-modul-bk/
40850,Оплата 3 модуля БК,Счёт/служебное,237.0,https://mig.institute/product/oplata-3-modulya-bk/
40847,Оплата 23 модуля БК,Счёт/служебное,250.0,https://mig.institute/product/oplata-23-modulya-bk/
40842,Оплата для Галины (Кризисы и Травмы скидка),Счёт/служебное,1260.0,https://mig.institute/product/oplata-dlya-galiny-krizisy-i-travmy-skidka/
40834,Оплата для Алены (4 модуль психиатрии),Счёт/служебное,38.0,https://mig.institute/product/oplata-dlya-aleny-4-modul-psihiatrii/
40832,Оплата для Александра (4 модуля по философии),Счёт/служебное,60.0,https://mig.institute/product/oplata-dlya-aleksandra-4-modulya-po-filosofii/
40831,Оплата для Ирины (4 модуль психиатрии),Счёт/служебное,41.0,https://mig.institute/product/oplata-dlya-iriny-4-modul-psihiatrii/
40829,Оплата для Елизаветы (4 модуль психиатрии),Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-elizavety-4-modul-psihiatrii/
40828,Оплата 3 модуля супервизорской,Счёт/служебное,30.0,https://mig.institute/product/oplata-3-modulya-supervizorskoj/
40827,"Оплата для Светланы (1 модуль, «Кризисы и травмы»)",Счёт/служебное,180.0,https://mig.institute/product/oplata-dlya-svetlany-1-modul-krizisy-i-travmy/
40810,Кризисы и Травмы 2026,Тематические курсы,0.0,https://mig.institute/product/krizisy-i-travmy-2026/
40805,Оплата для Мазуриной Марии (сертификация),Счёт/служебное,275.0,https://mig.institute/product/oplata-dlya-mazurinoj-marii-sertifikacziya/
40803,"Оплата для Кирилла (группа чтений, 1-2 встречи)",Счёт/служебное,10.0,https://mig.institute/product/oplata-dlya-kirilla-gruppa-chtenij-1-2-vstrechi/
40780,Оплата для Вероники (2/2 учебного года),Счёт/служебное,1015.0,https://mig.institute/product/oplata-dlya-veroniki-2-2-uchebnogo-goda/
40779,Оплата для Вероники (1/2 учебного года),Счёт/служебное,1010.0,https://mig.institute/product/oplata-dlya-veroniki-1-2-uchebnogo-goda/
40761,"Оплата для Анастасии (1,2 модули курса по ведению групп)",Счёт/служебное,400.0,https://mig.institute/product/oplata-dlya-anastasii-12-moduli-kursa-po-vedeniyu-grupp/
40758,Оплата для Михаила 1/3 (Кризисы и Травмы),Счёт/служебное,515.0,https://mig.institute/product/oplata-dlya-mihaila-1-3-krizisy-i-travmy/
40748,Оплата 8 модуля ППК,ППК,250.0,https://mig.institute/product/oplata-8-modulya-ppk/
40331,Оплата для Ренаты (9 модуль БК),Счёт/служебное,200.0,https://mig.institute/product/oplata-dlya-renaty-9-modul-bk/
40329,Оплата модуля базового курса (для Романа),Базовый курс (БК),250.0,https://mig.institute/product/oplata-modulya-bazovogo-kursa-dlya-romana/
40327,Если в 45 хочется всё поменять — это кризис или наконец-то жизнь?,Тематические курсы,0.0,https://mig.institute/product/esli-v-45-hochetsya-vsyo-pomenyat-eto-krizis-ili-nakonecz-to-zhizn/
40027,Оплата 2 модуля БК,Счёт/служебное,237.0,https://mig.institute/product/oplata-2-modulya-bk/
39959,Оплата модуля базового курса,Базовый курс (БК),250.0,https://mig.institute/product/oplata-modulya-bazovogo-kursa-2/
39955,Оплата для Елизаветы (модуль по психиатрии),Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-elizavety-modul-po-psihiatrii/
39954,Оплата для Алены (модуль по психиатрии),Счёт/служебное,38.0,https://mig.institute/product/oplata-dlya-aleny-modul-po-psihiatrii/
39937,Оплата для Полины (3 модуль БК),Счёт/служебное,237.0,https://mig.institute/product/oplata-dlya-poliny-3-modul-bk/
39927,оплата для Алины (модуль групповой),Счёт/служебное,170.0,https://mig.institute/product/oplata-dlya-aliny-modul-gruppovoj/
39889,Оплата для Алены (модуль БК),Счёт/служебное,237.0,https://mig.institute/product/oplata-dlya-aleny-modul-bk/
39888,Оплата для Александры (модуль БК),Счёт/служебное,212.0,https://mig.institute/product/oplata-dlya-aleksandry-modul-bk-2/
39865,Оплата модуля групповой для Оксаны,Терапевтические группы,170.0,https://mig.institute/product/oplata-modulya-gruppovoj-dlya-oksany/
39864,Оплата для Рады (модуль групповой),Счёт/служебное,100.0,https://mig.institute/product/oplata-dlya-rady-modul-gruppovoj/
39862,Оплата за 2 модуль групповой терапии,Терапевтические группы,180.0,https://mig.institute/product/oplata-za-2-modul-gruppovoj-terapii/
39860,Оплата 2 модуля по групповой терапии,Счёт/служебное,200.0,https://mig.institute/product/oplata-2-modulya-po-gruppovoj-terapii/
39850,Оплата для Дойны (курс Кризисы и Травмы 7 модулей),Счёт/служебное,1190.0,https://mig.institute/product/oplata-dlya-dojny-kurs-krizisy-i-travmy-7-modulej/
39840,«Attachment and Adaptation» training delivery,Прочее,420.0,https://mig.institute/product/attachment-and-adaptation-training-delivery-3/
39839,«Attachment and Adaptation» training delivery,Прочее,380.0,https://mig.institute/product/attachment-and-adaptation-training-delivery-2/
39838,«Attachment and Adaptation» training delivery,Прочее,340.0,https://mig.institute/product/attachment-and-adaptation-training-delivery/
39836,Оплата для Ольги 4 модуль семейной терапии,Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-olgi-4-modul-semejnoj-terapii/
39835,Оплата 2 модулей философии для Татьяны,Счёт/служебное,50.0,https://mig.institute/product/oplata-2-modulej-filosofii-dlya-tatyany/
39823,Оплата 2 модуля по психиатрии для Елизаветы,Счёт/служебное,20.0,https://mig.institute/product/oplata-2-modulya-po-psihiatrii-dlya-elizavety/
39822,Оплата модуля по психиатрии,Тематические курсы,41.0,https://mig.institute/product/oplata-modulya-po-psihiatrii/
39821,"Оплата 2, 3, 4 модуля по психиатрии",Счёт/служебное,114.0,https://mig.institute/product/oplata-2-modulya-po-psihiatrii/
39819,Оплата 2 модуля супервизорской группы,Счёт/служебное,30.0,https://mig.institute/product/oplata-2-modulya-supervizorskoj-gruppy/
39816,Оплата для Ирады 3 модуля БК,Счёт/служебное,637.0,https://mig.institute/product/oplata-dlya-irady-3-modulya-bk/
39813,Оплата 8 модуля базового курса,Базовый курс (БК),237.0,https://mig.institute/product/oplata-8-modulya-bazovogo-kursa/
39812,Оплата 8 модуля БК,Базовый курс (БК),250.0,https://mig.institute/product/oplata-8-modulya-bk-2/
39811,Оплата 26 модуля БК,Счёт/служебное,250.0,https://mig.institute/product/oplata-26-modulya-bk/
39806,Оплата модуля для Полины (2й модуль 5% скидка),Прочее,237.0,https://mig.institute/product/oplata-modulya-dlya-poliny-2j-modul-5-skidka/
39772,Оплата для Анастасии (1 модуль КиТ),Счёт/служебное,190.0,https://mig.institute/product/oplata-dlya-anastasii-1-modul-kit/
39771,Оплата для Юлии (2-5 модули Психиатрии),Счёт/служебное,144.0,https://mig.institute/product/oplata-dlya-yulii-2-5-moduli-psihiatrii/
39753,Оплата модуля 50% скидка (сексология Слушатель),Тематические курсы,40.0,https://mig.institute/product/oplata-modulya-50-skidka-seksologiya-slushatel/
39746,Оплата Летнего Мига (для Светланы),Прочее,500.0,https://mig.institute/product/oplata-letnego-miga-dlya-svetlany/
39742,Оплата модуля групповой для Рады,Терапевтические группы,100.0,https://mig.institute/product/oplata-modulya-gruppovoj-dlya-rady/
39741,Оплата для Марины (8 модуль БК),Счёт/служебное,250.0,https://mig.institute/product/oplata-dlya-mariny-8-modul-bk/
39740,Оплата психиатрии для Алисы,Счёт/служебное,1234.0,https://mig.institute/product/oplata-psihiatrii-dlya-alisy/
39722,Оплата для Марьям (6й модуль Базового Курса),Счёт/служебное,250.0,https://mig.institute/product/oplata-dlya-maryam-6j-modul-bazovogo-kursa/
39721,Оплата модуля (Кризисы и Травмы),Тематические курсы,200.0,https://mig.institute/product/oplata-modulya-krizisy-i-travmy/
39718,Оплата для Евгении (4 модуль Психосоматика),Счёт/служебное,180.0,https://mig.institute/product/oplata-dlya-evgenii-4-modul-psihosomatika/
39713,Оплата модуля (Кризисы и Травмы 10% скидка),Тематические курсы,180.0,https://mig.institute/product/oplata-modulya-krizisy-i-travmy-10-skidka/
39698,Оплата для Анны (модуль БК),Счёт/служебное,175.0,https://mig.institute/product/oplata-dlya-anny-modul-bk/
39696,Оплата для Александры (модуль БК),Счёт/служебное,212.0,https://mig.institute/product/oplata-dlya-aleksandry-modul-bk/
39695,Оплата 8 модуля БК,Базовый курс (БК),200.0,https://mig.institute/product/oplata-8-modulya-bk/
39694,Оплата модуля БК,Базовый курс (БК),237.0,https://mig.institute/product/oplata-modulya-bk/
39693,Оплата модуля Базового курса,Базовый курс (БК),250.0,https://mig.institute/product/oplata-modulya-bazovogo-kursa/
39689,Оплата для Натальи (4 модуль Сексология Практик),Счёт/служебное,100.0,https://mig.institute/product/oplata-dlya-natali-4-modul-seksologiya-praktik/
39677,"Оплата для Елизаветы (1 модуль, «Психиатрия для психологов»)",Счёт/служебное,40.0,https://mig.institute/product/oplata-dlya-elizavety-1-modul-psihiatriya-dlya-psihologov/
39674,Оплата 6 модуля сексологии (Практик+),Тематические курсы,120.0,https://mig.institute/product/oplata-6-modulya-seksologii-praktik/
39673,Оплата для Елены 6 модуль сексологии,Счёт/служебное,85.0,https://mig.institute/product/oplata-dlya-eleny-6-modul-seksologii/
39672,Оплата 6 модуля сексологии для Нуржанат,Тематические курсы,70.0,https://mig.institute/product/oplata-6-modulya-seksologii-dlya-nurzhanat/
39671,Оплата для Марины (6 модуль сексологии),Счёт/служебное,90.0,https://mig.institute/product/oplata-dlya-mariny-6-modul-seksologii/
39670,Оплата 6 модуля сексологии (тариф «Практик»),Тематические курсы,100.0,https://mig.institute/product/oplata-6-modulya-seksologii-tarif-praktik/
39662,Оплата для Елены (сертификация),Счёт/служебное,275.0,https://mig.institute/product/oplata-dlya-eleny-sertifikacziya/
39661,"Оплата для Елены (3 ступень, 1 модуль)",Счёт/служебное,400.0,https://mig.institute/product/oplata-dlya-eleny-3-stupen-1-modul/
39652,Гештальт-сексология Практик — Марковская Юлия,Тематические курсы,0.0,https://mig.institute/product/geshtalt-seksologiya-praktik-markovskaya-yuliya/
39630,Доплата за курс по психиатрии для Алены,Счёт/служебное,13.0,https://mig.institute/product/doplata-za-kurs-po-psihiatrii-dlya-aleny/
39624,"Оплата для Татьяны (3 ступень, 1 модуль)",Счёт/служебное,400.0,https://mig.institute/product/oplata-dlya-tatyany-3-stupen-1-modul/
39622,Оплата для Виталия (модуль БК),Счёт/служебное,250.0,https://mig.institute/product/oplata-dlya-vitaliya-modul-bk/
39617,Оплата для Ольги 4 модуль психосоматики,Счёт/служебное,180.0,https://mig.institute/product/oplata-dlya-olgi-4-modul-psihosomatiki/
39615,Оплата за конференц.зал Летнего Мига,События/фестиваль,60.0,https://mig.institute/product/oplata-za-konferencz-zal-letnego-miga-2/
39614,"Оплата для Дойны (группа чтений, 1 встреча)",Счёт/служебное,5.0,https://mig.institute/product/oplata-dlya-dojny-gruppa-chtenij-1-vstrecha/
39598,Оплата за конференц.зал Летнего Мига,События/фестиваль,60.0,https://mig.institute/product/oplata-za-konferencz-zal-letnego-miga/
39594,Доплата для Алены (психиатрия),Счёт/служебное,13.0,https://mig.institute/product/doplata-dlya-aleny-psihiatriya/
39591,"Оплата для Александры (группа чтений, 1 встреча)",Счёт/служебное,5.0,https://mig.institute/product/oplata-dlya-aleksandry-gruppa-chtenij-1-vstrecha/
39587,Оплата 22 модуля БК,Счёт/служебное,250.0,https://mig.institute/product/oplata-22-modulya-bk/
39585,"Оплата для Юлианы (1 встреча, супервизорская группа)",Счёт/служебное,30.0,https://mig.institute/product/oplata-dlya-yuliany-1-vstrecha-supervizorskaya-gruppa/
39573,Жить и расти: группа для предпринимателей,Терапевтические группы,0.0,https://mig.institute/product/gruppa-dlya-predprinimatelej/
39564,"Я, Деньги и то, что между нами",Прочее,0.0,https://mig.institute/product/ya-dengi-i-to-chto-mezhdu-nami/
39555,Без стыда и совести. Группа для взрослых,Терапевтические группы,0.0,https://mig.institute/product/bez-styda-i-sovesti-gruppa-dlya-vzroslyh/
39546,Тело. Еда. Спорт,Прочее,0.0,https://mig.institute/product/telo-eda-sport/
39541,«Растворяясь в других. Группа про созависимость»,Терапевтические группы,0.0,https://mig.institute/product/svoya-zhizn-kak-ostavatsya-soboj-v-otnosheniyah/
39519,«Боюсь быть видимым»,Прочее,0.0,https://mig.institute/product/soczialnaya-trevozhnost-ot-straha-k-svobode/
39501,Семейные кризисы: когда по-старому невозможно,Тематические курсы,0.0,https://mig.institute/product/semejnye-krizisy-kogda-po-staromu-nevozmozhno/
39418,Оплата для Светланы (МИГ.Фест),Счёт/служебное,70.0,https://mig.institute/product/oplata-dlya-svetlany-mig-fest/
39416,Доплата за 1 модуль Базового Курса,Счёт/служебное,200.0,https://mig.institute/product/doplata-za-1-modul-bazovogo-kursa/
39387,Введение в философию — Казакова Вера,Тематические курсы,0.0,https://mig.institute/product/vvedenie-v-filosofiyu-kazakova-vera/
39380,Практик | Гештальт-сексология — Эвия Маме,Тематические курсы,0.0,https://mig.institute/product/praktik-geshtalt-seksologiya-eviya-mame/
39291,Оплата для Полины (МИГ.ФЕСТ),Счёт/служебное,100.0,https://mig.institute/product/oplata-dlya-poliny-mig-fest/
39285,Четыре лекции о психиатрии для психологов – бесплатно,Семинары/воркшопы,0.0,https://mig.institute/product/chetyre-lekczii-o-psihiatrii-dlya-psihologov/
39284,Оплата для Юлии (Mig.education и модуль психиатрии),Счёт/служебное,116.0,https://mig.institute/product/oplata-dlya-yulii-mig-education-i-modul-psihiatrii/
39282,Оплата для Александры (1 модуль БК),Счёт/служебное,187.0,https://mig.institute/product/oplata-dlya-aleksandry-1-modul-bk/
39281,Оплата для Натальи (4 модуль Психосоматика),Счёт/служебное,200.0,https://mig.institute/product/oplata-dlya-natali-4-modul-psihosomatika/
39261,«Новые роли и новые этапы: как меняться и не терять себя»,Прочее,0.0,https://mig.institute/product/novye-roli/
39259,Оплата для Натальи (1 модуль БК),Счёт/служебное,237.0,https://mig.institute/product/oplata-dlya-natali-1-modul-bk/
39258,Предоплата для Полины (Летний Миг),Счёт/служебное,100.0,https://mig.institute/product/predoplata-dlya-poliny-letnij-mig/
39237,Оплата для Елизаветы (БК),Счёт/служебное,212.0,https://mig.institute/product/oplata-dlya-elizavety-bk/
39231,Оплата для Евгении 22 модуль БК,Счёт/служебное,250.0,https://mig.institute/product/oplata-dlya-evgenii-22-modul-bk/
39230,Оплата 7 модуля БК,Базовый курс (БК),237.0,https://mig.institute/product/oplata-7-modulya-bk/
39229,Оплата 7 модуля Базового курса,Базовый курс (БК),250.0,https://mig.institute/product/oplata-7-modulya-bazovogo-kursa/
39207,Базовый курс 2026-2: Веритов/Кибисова,Базовый курс (БК),0.0,https://mig.institute/product/bazovyj-kurs-2026-2-veritov-kibisova/
39195,Базовый курс 2026-1: Соловьев/Никитина,Базовый курс (БК),0.0,https://mig.institute/product/bazovyj-kurs-2026-1-solovev-nikitina/
39193,Оплата для Анны (1й модуль БК),Счёт/служебное,187.0,https://mig.institute/product/oplata-dlya-anny-1j-modul-bk/
39190,Оплата для Александра (1й модуль БК),Счёт/служебное,212.0,https://mig.institute/product/oplata-dlya-aleksandra-1j-modul-bk/
39188,Оплата для Алеси (МИГ.ФЕСТ),Счёт/служебное,70.0,https://mig.institute/product/oplata-dlya-alesi-mig-fest/
39185,Оплата для Александры (БК),Счёт/служебное,212.0,https://mig.institute/product/oplata-dlya-aleksandry-bk/
39184,Оплата для Динары (БК),Счёт/служебное,237.0,https://mig.institute/product/oplata-dlya-dinary-bk/
39183,Оплата для Нино (БК — 2 модуль),Счёт/служебное,200.0,https://mig.institute/product/oplata-dlya-nino-bk/
39181,Оплата для Айжан (МИГ.ФЕСТ),Счёт/служебное,50.0,https://mig.institute/product/oplata-dlya-ajzhan-mig-fest/
39179,"Оплата для Анны (БК, 1 модуль)",Счёт/служебное,175.0,https://mig.institute/product/oplata-dlya-anny-bk-1-modul/
39163,Оплата для Ольги (Летняя Школа),Счёт/служебное,500.0,https://mig.institute/product/oplata-dlya-olgi-letnyaya-shkola/
39160,Оплата 5 модуля гештальт-сексологии (Практик+),Тематические курсы,120.0,https://mig.institute/product/oplata-5-modulya-geshtalt-seksologii-praktik/
39159,Оплата для Марины 5 модуля по гештальт-сексологии,Счёт/служебное,50.0,https://mig.institute/product/oplata-dlya-mariny-5-modulya-po-geshtalt-seksologii/
39158,Оплата 5 модуля гештальт-сексологии,Тематические курсы,100.0,https://mig.institute/product/oplata-5-modulya-geshtalt-seksologii/
39157,Оплата для Елены (модуль гештальт-сексологии),Счёт/служебное,85.0,https://mig.institute/product/oplata-dlya-eleny-modul-geshtalt-seksologii/
39156,Оплата для Нуржанат 5 модуль сексологии,Счёт/служебное,70.0,https://mig.institute/product/oplata-dlya-nurzhanat-5-modul-seksologii/
39150,Оплата для Алины (БК),Счёт/служебное,237.0,https://mig.institute/product/predoplata-dlya-aliny-bk/
39130,Оплата для Надежды (модуль III ступени),Счёт/служебное,300.0,https://mig.institute/product/oplata-dlya-nadezhdy-modul-iii-stupeni/
39127,Оплата Супервизорской группы (Модуль),Супервизия,30.0,https://mig.institute/product/oplata-supervizorskoj-gruppy-modul/
39117,Оплата для Сергея (МИГ.ФЕСТ),Счёт/служебное,63.0,https://mig.institute/product/oplata-dlya-sergeya-mig-fest/
39116,Предоплата для Юлии Винник (БК),Счёт/служебное,50.0,https://mig.institute/product/predoplata-dlya-yulii-vinnik-bk/
39107,"Оплата для Плетневой Лидии (Летний МИГ, 2/3)",Счёт/служебное,170.0,https://mig.institute/product/oplata-dlya-pletnevoj-lidii-letnij-mig-2-3-2/
39093,Работа с психосоматикой — Карина Каюмова,Тематические курсы,0.0,https://mig.institute/product/rabota-s-psihosomatikoj-karina-kayumova/
